DATE & TIME:	Mon Feb 26 14:42:26 2024
TEST:		TENSILE
MATERIAL:	STEEL
NAME:		s1


Msr#	F(Kn)	dL(mm)

001	00.0	00.00
002	00.0	00.00
003	00.0	00.00
004	00.0	00.00
005	00.0	00.01
006	00.0	00.01
007	00.0	00.00
008	01.6	00.01
009	01.6	00.01
010	01.7	00.01
011	01.7	00.01
012	01.8	00.01
013	01.9	00.01
014	02.0	00.01
015	02.1	00.02
016	02.2	00.02
017	02.3	00.02
018	02.5	00.02
019	02.6	00.02
020	02.7	00.03
021	02.8	00.03
022	03.0	00.03
023	03.1	00.03
024	03.2	00.03
025	03.3	00.03
026	03.6	00.05
027	03.7	00.05
028	03.7	00.05
029	03.9	00.05
030	04.0	00.05
031	04.1	00.05
032	04.3	00.05
033	04.4	00.05
034	04.6	00.06
035	04.8	00.07
036	05.0	00.08
037	05.1	00.08
038	05.3	00.08
039	05.5	00.08
040	05.6	00.08
041	05.8	00.09
042	05.9	00.09
043	06.1	00.09
044	06.3	00.10
045	06.7	00.11
046	06.8	00.12
047	07.0	00.13
048	07.2	00.13
049	07.4	00.14
050	07.6	00.14
051	07.9	00.15
052	08.0	00.15
053	08.2	00.15
054	08.3	00.15
055	08.4	00.16
056	08.5	00.17
057	08.7	00.17
058	08.9	00.18
059	09.1	00.19
060	09.2	00.20
061	09.3	00.20
062	09.4	00.21
063	09.5	00.21
064	09.6	00.21
065	09.6	00.21
066	09.8	00.21
067	09.9	00.22
068	09.9	00.22
069	10.1	00.22
070	10.2	00.23
071	10.3	00.23
072	10.3	00.23
073	10.3	00.23
074	10.3	00.23
075	10.4	00.23
076	10.4	00.23
077	10.5	00.23
078	10.5	00.23
079	10.5	00.23
080	10.5	00.23
081	10.5	00.23
082	10.6	00.23
083	10.6	00.23
084	10.6	00.23
085	10.6	00.23
086	10.7	00.23
087	10.7	00.23
088	10.7	00.24
089	10.7	00.24
090	10.8	00.24
091	10.8	00.24
092	10.8	00.24
093	10.9	00.25
094	10.9	00.25
095	10.9	00.25
096	11.0	00.25
097	11.0	00.25
098	11.1	00.26
099	11.2	00.26
100	11.3	00.27
101	11.3	00.27
102	11.4	00.27
103	11.4	00.27
104	11.5	00.28
105	11.5	00.28
106	11.5	00.28
107	11.5	00.28
108	11.5	00.28
109	11.5	00.29
110	11.6	00.29
111	11.6	00.29
112	11.6	00.29
113	11.6	00.29
114	11.6	00.29
115	11.6	00.29
116	11.6	00.29
117	11.6	00.29
118	11.6	00.29
119	11.7	00.29
120	11.7	00.29
121	11.7	00.30
122	11.7	00.30
123	11.7	00.30
124	11.7	00.30
125	11.7	00.30
126	11.7	00.30
127	11.8	00.30
128	11.8	00.30
129	11.8	00.30
130	11.8	00.30
131	11.8	00.30
132	11.8	00.30
133	11.8	00.30
134	11.9	00.30
135	11.9	00.30
136	11.9	00.30
137	11.9	00.30
138	12.0	00.30
139	11.9	00.30
140	12.0	00.30
141	12.0	00.30
142	12.0	00.31
143	12.0	00.31
144	12.0	00.31
145	12.0	00.31
146	12.1	00.31
147	12.1	00.31
148	12.1	00.31
149	12.1	00.31
150	12.1	00.31
151	12.1	00.31
152	12.1	00.31
153	12.2	00.31
154	12.2	00.31
155	12.2	00.31
156	12.2	00.31
157	12.2	00.31
158	12.3	00.31
159	12.3	00.32
160	12.3	00.32
161	12.2	00.32
162	12.2	00.32
163	12.2	00.32
164	12.3	00.32
165	12.3	00.32
166	12.3	00.32
167	12.3	00.32
168	12.3	00.32
169	12.3	00.32
170	12.3	00.32
171	12.3	00.32
172	12.3	00.32
173	12.3	00.32
174	12.4	00.32
175	12.4	00.32
176	12.4	00.32
177	12.4	00.32
178	12.4	00.32
179	12.4	00.32
180	12.4	00.32
181	12.4	00.32
182	12.4	00.32
183	12.4	00.32
184	12.4	00.32
185	12.4	00.32
186	12.4	00.32
187	12.4	00.32
188	12.4	00.32
189	12.4	00.32
190	12.5	00.32
191	12.5	00.32
192	12.5	00.32
193	12.5	00.32
194	12.5	00.32
195	12.5	00.32
196	12.5	00.32
197	12.5	00.32
198	12.6	00.32
199	12.6	00.32
200	12.6	00.32
201	12.6	00.32
202	12.6	00.32
203	12.6	00.32
204	12.7	00.32
205	12.7	00.32
206	12.7	00.32
207	12.7	00.32
208	12.7	00.32
209	12.7	00.32
210	12.7	00.32
211	12.8	00.32
212	12.8	00.32
213	12.8	00.32
214	12.8	00.32
215	12.7	00.32
216	12.8	00.33
217	12.9	00.33
218	12.9	00.33
219	12.9	00.33
220	12.8	00.33
221	12.9	00.33
222	12.9	00.33
223	12.9	00.33
224	12.9	00.34
225	12.9	00.34
226	13.0	00.34
227	13.1	00.34
228	13.0	00.34
229	13.1	00.35
230	13.1	00.35
231	13.1	00.35
232	13.2	00.35
233	13.2	00.35
234	13.3	00.36
235	13.3	00.36
236	13.4	00.37
237	13.4	00.37
238	13.4	00.37
239	13.4	00.37
240	13.5	00.38
241	13.5	00.38
242	13.5	00.38
243	13.6	00.38
244	13.6	00.39
245	13.6	00.39
246	13.6	00.39
247	13.6	00.39
248	13.7	00.39
249	13.6	00.39
250	13.7	00.39
251	13.7	00.39
252	13.7	00.40
253	13.7	00.40
254	13.7	00.40
255	13.7	00.40
256	13.8	00.40
257	13.8	00.40
258	13.8	00.40
259	13.9	00.40
260	13.9	00.40
261	13.9	00.40
262	13.9	00.40
263	13.9	00.40
264	13.9	00.40
265	13.9	00.40
266	14.0	00.40
267	13.9	00.41
268	14.0	00.41
269	14.0	00.41
270	14.0	00.41
271	14.0	00.41
272	14.1	00.41
273	14.1	00.41
274	14.1	00.41
275	14.1	00.41
276	14.2	00.41
277	14.2	00.42
278	14.2	00.42
279	14.2	00.42
280	14.2	00.42
281	14.3	00.42
282	14.3	00.42
283	14.3	00.42
284	14.3	00.42
285	14.4	00.42
286	14.4	00.42
287	14.5	00.43
288	14.5	00.43
289	14.5	00.43
290	14.6	00.43
291	14.6	00.43
292	14.6	00.43
293	14.6	00.43
294	14.7	00.43
295	14.7	00.43
296	14.7	00.43
297	14.7	00.43
298	14.8	00.43
299	14.8	00.43
300	14.8	00.43
301	14.8	00.43
302	14.9	00.44
303	14.9	00.44
304	14.9	00.44
305	14.9	00.44
306	14.9	00.44
307	14.9	00.44
308	14.9	00.44
309	15.0	00.44
310	15.0	00.44
311	15.1	00.44
312	15.1	00.44
313	15.0	00.45
314	15.0	00.45
315	15.2	00.46
316	15.3	00.46
317	15.3	00.47
318	15.4	00.48
319	15.6	00.49
320	15.6	00.51
321	15.6	00.52
322	15.6	00.52
323	15.7	00.53
324	15.7	00.53
325	15.8	00.53
326	15.8	00.54
327	15.8	00.54
328	15.9	00.55
329	15.8	00.55
330	15.9	00.55
331	15.9	00.55
332	15.9	00.55
333	15.8	00.55
334	15.8	00.55
335	15.8	00.55
336	15.7	00.55
337	15.8	00.55
338	15.8	00.55
339	15.9	00.55
340	16.0	00.55
341	16.0	00.56
342	16.1	00.57
343	16.2	00.57
344	16.2	00.57
345	16.2	00.58
346	16.3	00.58
347	16.3	00.58
348	16.3	00.59
349	16.3	00.59
350	16.4	00.59
351	16.4	00.59
352	16.4	00.60
353	16.3	00.60
354	16.3	00.60
355	16.3	00.60
356	16.3	00.60
357	16.3	00.60
358	16.4	00.60
359	16.4	00.60
360	16.4	00.60
361	16.3	00.60
362	16.3	00.60
363	16.4	00.60
364	16.4	00.60
365	16.4	00.60
366	16.4	00.60
367	16.3	00.60
368	16.3	00.60
369	16.3	00.60
370	16.3	00.60
371	16.4	00.60
372	16.4	00.60
373	16.4	00.60
374	16.4	00.60
375	16.4	00.60
376	16.4	00.60
377	16.4	00.60
378	16.4	00.61
379	16.5	00.61
380	16.4	00.61
381	16.5	00.61
382	16.4	00.62
383	16.5	00.63
384	16.6	00.63
385	16.6	00.64
386	16.7	00.65
387	16.7	00.65
388	16.7	00.66
389	16.7	00.67
390	16.7	00.67
391	16.8	00.68
392	16.8	00.69
393	16.8	00.69
394	16.7	00.69
395	16.7	00.69
396	16.7	00.69
397	16.7	00.70
398	16.8	00.70
399	16.7	00.70
400	16.7	00.70
